enzyme	fold	epoch	loss
Q9NV35	3	39	0.34909530729055405
Q9NV35	3	40	0.3641289621591568
Q9NV35	3	41	0.3726561814546585
Q9NV35	3	42	0.349971741437912
Q9NV35	3	43	0.35804714262485504
Q9NV35	3	44	0.3651764318346977
Q9NV35	3	45	0.3780122175812721
Q9NV35	3	46	0.33210284262895584
Q9NV35	3	47	0.3631286770105362
Q9NV35	3	48	0.40227171778678894
Q9NV35	3	49	0.3232893720269203
Q9NV35	4	0	0.518610380589962
Q9NV35	4	1	0.47177984565496445
Q9NV35	4	2	0.49113254249095917
Q9NV35	4	3	0.5064495801925659
Q9NV35	4	4	0.46422892063856125
Q9NV35	4	5	0.500014178454876
Q9NV35	4	6	0.4429066330194473
Q9NV35	4	7	0.4691490903496742
Q9NV35	4	8	0.4329439625144005
Q9NV35	4	9	0.45020364969968796
Q9NV35	4	10	0.4378712698817253
Q9NV35	4	11	0.42712339013814926
Q9NV35	4	12	0.41981372237205505
Q9NV35	4	13	0.403208926320076
Q9NV35	4	14	0.4173078015446663
Q9NV35	4	15	0.4026230648159981
Q9NV35	4	16	0.388197124004364
Q9NV35	4	17	0.38419246673583984
Q9NV35	4	18	0.4063909873366356
Q9NV35	4	19	0.38602401316165924
Q9NV35	4	20	0.39185167849063873
Q9NV35	4	21	0.4214952439069748
Q9NV35	4	22	0.4029344543814659
Q9NV35	4	23	0.3788226768374443
Q9NV35	4	24	0.32002848014235497
Q9NV35	4	25	0.3368980884552002
Q9NV35	4	26	0.36662084609270096
Q9NV35	4	27	0.36593641340732574
Q9NV35	4	28	0.3600761368870735
Q9NV35	4	29	0.34086132794618607
Q9NV35	4	30	0.3407299146056175
Q9NV35	4	31	0.3503328338265419
Q9NV35	4	32	0.32490815222263336
Q9NV35	4	33	0.3422011360526085
Q9NV35	4	34	0.3519994020462036
Q9NV35	4	35	0.3392047733068466
Q9NV35	4	36	0.32940905913710594
Q9NV35	4	37	0.3280045837163925
Q9NV35	4	38	0.31925225630402565
Q9NV35	4	39	0.33127569034695625
Q9NV35	4	40	0.2945229038596153
Q9NV35	4	41	0.3238506466150284
Q9NV35	4	42	0.3307092934846878
Q9NV35	4	43	0.3050418756902218
Q9NV35	4	44	0.30332890525460243
Q9NV35	4	45	0.3214629516005516
Q9NV35	4	46	0.28906894847750664
Q9NV35	4	47	0.3093597926199436
Q9NV35	4	48	0.3010389655828476
Q9NV35	4	49	0.3047430291771889
Q9NV35	5	0	0.5257375538349152
Q9NV35	5	1	0.5066439881920815
Q9NV35	5	2	0.5269917920231819
Q9NV35	5	3	0.5262100249528885
Q9NV35	5	4	0.45916052907705307
Q9NV35	5	5	0.4567839950323105
Q9NV35	5	6	0.4537128582596779
Q9NV35	5	7	0.4801328629255295
Q9NV35	5	8	0.46426625549793243
Q9NV35	5	9	0.49038808047771454
Q9NV35	5	10	0.49072518944740295
Q9NV35	5	11	0.42094340920448303
Q9NV35	5	12	0.43264536559581757
Q9NV35	5	13	0.3977831304073334
Q9NV35	5	14	0.46444276720285416
Q9NV35	5	15	0.3898687809705734
Q9NV35	5	16	0.4202224612236023
Q9NV35	5	17	0.4092758744955063
Q9NV35	5	18	0.4460172578692436
Q9NV35	5	19	0.4103009030222893
Q9NV35	5	20	0.4312534034252167
Q9NV35	5	21	0.34958476573228836
Q9NV35	5	22	0.382605142891407
Q9NV35	5	23	0.38954275846481323
Q9NV35	5	24	0.43683627247810364
Q9NV35	5	25	0.3958543688058853
Q9NV35	5	26	0.38691436499357224
Q9NV35	5	27	0.3679017052054405
Q9NV35	5	28	0.3783402368426323
Q9NV35	5	29	0.37872499972581863
Q9NV35	5	30	0.40670476108789444
Q9NV35	5	31	0.3644801676273346
Q9NV35	5	32	0.34495019167661667
Q9NV35	5	33	0.35480348765850067
Q9NV35	5	34	0.39692503958940506
Q9NV35	5	35	0.390533022582531
Q9NV35	5	36	0.36167267709970474
Q9NV35	5	37	0.33878619968891144
Q9NV35	5	38	0.3476567566394806
Q9NV35	5	39	0.36137211322784424
Q9NV35	5	40	0.34289297461509705
Q9NV35	5	41	0.33690205216407776
Q9NV35	5	42	0.34905485063791275
Q9NV35	5	43	0.34416182339191437
Q9NV35	5	44	0.3352217972278595
Q9NV35	5	45	0.36066482216119766
Q9NV35	5	46	0.3542793467640877
Q9NV35	5	47	0.34835977107286453
Q9NV35	5	48	0.3110926002264023
Q9NV35	5	49	0.34189532697200775
Q9NV35	6	0	0.5303769111633301
Q9NV35	6	1	0.600677564740181
Q9NV35	6	2	0.5591796860098839
Q9NV35	6	3	0.5181174725294113
Q9NV35	6	4	0.5465123727917671
Q9NV35	6	5	0.5315097942948341
Q9NV35	6	6	0.5014865472912788
Q9NV35	6	7	0.5117601454257965
Q9NV35	6	8	0.5390002280473709
Q9NV35	6	9	0.49750886112451553
Q9NV35	6	10	0.4670111611485481
Q9NV35	6	11	0.5003858357667923
Q9NV35	6	12	0.442713126540184
Q9NV35	6	13	0.5121553540229797
Q9NV35	6	14	0.4576542302966118
Q9NV35	6	15	0.5071174576878548
Q9NV35	6	16	0.5011209100484848
Q9NV35	6	17	0.4569220617413521
Q9NV35	6	18	0.4832097366452217
Q9NV35	6	19	0.43415582925081253
Q9NV35	6	20	0.44118792563676834
Q9NV35	6	21	0.45183683186769485
Q9NV35	6	22	0.4579579830169678
Q9NV35	6	23	0.4770432338118553
Q9NV35	6	24	0.49092062562704086
Q9NV35	6	25	0.41707439720630646
Q9NV35	6	26	0.4478982388973236
Q9NV35	6	27	0.38264597952365875
Q9NV35	6	28	0.4629034698009491
Q9NV35	6	29	0.4506261646747589
Q9NV35	6	30	0.4373098909854889
Q9NV35	6	31	0.45164424180984497
Q9NV35	6	32	0.40584997087717056
Q9NV35	6	33	0.3861493840813637
Q9NV35	6	34	0.38172805309295654
Q9NV35	6	35	0.42274732142686844
Q9NV35	6	36	0.37835822254419327
Q9NV35	6	37	0.3544858992099762
Q9NV35	6	38	0.3970940113067627
Q9NV35	6	39	0.39481521397829056
Q9NV35	6	40	0.35790443420410156
Q9NV35	6	41	0.3916665092110634
Q9NV35	6	42	0.36336711794137955
Q9NV35	6	43	0.3755406141281128
Q9NV35	6	44	0.36507466435432434
Q9NV35	6	45	0.3614354804158211
Q9NV35	6	46	0.35508204996585846
Q9NV35	6	47	0.36246826499700546
Q9NV35	6	48	0.401698537170887
Q9NV35	6	49	0.33873846381902695
Q9NV35	7	0	0.5048630908131599
Q9NV35	7	1	0.5668409094214439
Q9NV35	7	2	0.5693157017230988
Q9NV35	7	3	0.5230150818824768
Q9NV35	7	4	0.5300192460417747
Q9NV35	7	5	0.5218467488884926
Q9NV35	7	6	0.5368726253509521
Q9NV35	7	7	0.4985281378030777
Q9NV35	7	8	0.5353395789861679
Q9NV35	7	9	0.5011776089668274
Q9NV35	7	10	0.4924662187695503
Q9NV35	7	11	0.5164821967482567
Q9NV35	7	12	0.513038270175457
Q9NV35	7	13	0.48245152831077576
Q9NV35	7	14	0.5073456764221191
Q9NV35	7	15	0.47136375308036804
Q9NV35	7	16	0.47545818984508514
Q9NV35	7	17	0.452379547059536
Q9NV35	7	18	0.47599440813064575
Q9NV35	7	19	0.5182074084877968
Q9NV35	7	20	0.4905647709965706
Q9NV35	7	21	0.4262622445821762
Q9NV35	7	22	0.42995722591876984
Q9NV35	7	23	0.474776491522789
Q9NV35	7	24	0.4817805290222168
Q9NV35	7	25	0.45568712800741196
Q9NV35	7	26	0.4077433571219444
Q9NV35	7	27	0.464226134121418
Q9NV35	7	28	0.4224127307534218
Q9NV35	7	29	0.4449642226099968
Q9NV35	7	30	0.4305141791701317
Q9NV35	7	31	0.41124585270881653
Q9NV35	7	32	0.4354679435491562
Q9NV35	7	33	0.42755991220474243
Q9NV35	7	34	0.43714239448308945
Q9NV35	7	35	0.45122529566287994
Q9NV35	7	36	0.394851878285408
Q9NV35	7	37	0.40871285647153854
Q9NV35	7	38	0.4443049058318138
Q9NV35	7	39	0.3675223998725414
Q9NV35	7	40	0.4018908068537712
Q9NV35	7	41	0.3862168490886688
Q9NV35	7	42	0.43356940895318985
Q9NV35	7	43	0.3500961810350418
Q9NV35	7	44	0.3502282127737999
Q9NV35	7	45	0.35199302434921265
Q9NV35	7	46	0.392788402736187
Q9NV35	7	47	0.3754831701517105
Q9NV35	7	48	0.38965433835983276
Q9NV35	7	49	0.3717321529984474
Q9NV35	8	0	0.5243280455470085
Q9NV35	8	1	0.5236968472599983
Q9NV35	8	2	0.524936743080616
Q9NV35	8	3	0.5227041840553284
Q9NV35	8	4	0.532821923494339
Q9NV35	8	5	0.5167731121182442
Q9NV35	8	6	0.4762924835085869
Q9NV35	8	7	0.4794892519712448
Q9NV35	8	8	0.459599606692791
Q9NV35	8	9	0.43174125999212265
Q9NV35	8	10	0.4814109653234482
Q9NV35	8	11	0.46375007182359695
Q9NV35	8	12	0.4372847080230713
Q9NV35	8	13	0.4299386814236641
Q9NV35	8	14	0.4359472319483757
Q9NV35	8	15	0.42460063844919205
Q9NV35	8	16	0.42079242318868637
Q9NV35	8	17	0.3826898857951164
Q9NV35	8	18	0.4053375646471977
Q9NV35	8	19	0.40423399209976196
Q9NV35	8	20	0.4044739380478859
Q9NV35	8	21	0.41872262954711914
Q9NV35	8	22	0.43532709032297134
Q9NV35	8	23	0.43598394840955734
Q9NV35	8	24	0.39019835740327835
Q9NV35	8	25	0.40384679287672043
Q9NV35	8	26	0.33162322267889977
Q9NV35	8	27	0.3604682460427284
Q9NV35	8	28	0.34943778812885284
Q9NV35	8	29	0.3781900256872177
Q9NV35	8	30	0.40301013737916946
Q9NV35	8	31	0.3732241056859493
Q9NV35	8	32	0.3827762231230736
Q9NV35	8	33	0.388022281229496
Q9NV35	8	34	0.34329765290021896
Q9NV35	8	35	0.39744269102811813
Q9NV35	8	36	0.3724585548043251
Q9NV35	8	37	0.38145698606967926
Q9NV35	8	38	0.36162253469228745
Q9NV35	8	39	0.36984284967184067
Q9NV35	8	40	0.343893438577652
Q9NV35	8	41	0.3268061429262161
Q9NV35	8	42	0.34407971054315567
Q9NV35	8	43	0.3210974633693695
Q9NV35	8	44	0.3629576936364174
Q9NV35	8	45	0.3195861950516701
Q9NV35	8	46	0.3475368916988373
Q9NV35	8	47	0.3210790306329727
Q9NV35	8	48	0.2927757166326046
Q9NV35	8	49	0.33339110761880875
Q9NV35	9	0	0.5573266074061394
Q9NV35	9	1	0.4991734251379967
Q9NV35	9	2	0.5789000242948532
Q9NV35	9	3	0.5436573103070259
Q9NV35	9	4	0.5370600745081902
Q9NV35	9	5	0.5529798939824104
Q9NV35	9	6	0.5173140317201614
Q9NV35	9	7	0.5257696732878685
Q9NV35	9	8	0.5216727256774902
Q9NV35	9	9	0.5116852596402168
Q9NV35	9	10	0.5223337262868881
Q9NV35	9	11	0.46661296486854553
Q9NV35	9	12	0.46731744706630707
Q9NV35	9	13	0.5005506947636604
Q9NV35	9	14	0.5082613751292229
Q9NV35	9	15	0.4780688062310219
Q9NV35	9	16	0.5110747814178467
Q9NV35	9	17	0.4646555930376053
Q9NV35	9	18	0.4625183343887329
Q9NV35	9	19	0.4691590890288353
Q9NV35	9	20	0.4573727771639824
Q9NV35	9	21	0.46319013088941574
Q9NV35	9	22	0.41037361323833466
Q9NV35	9	23	0.4572503864765167
Q9NV35	9	24	0.38722680509090424
Q9NV35	9	25	0.41237015277147293
Q9NV35	9	26	0.4202779307961464
Q9NV35	9	27	0.42740216106176376
Q9NV35	9	28	0.4011335223913193
Q9NV35	9	29	0.4361242577433586
Q9NV35	9	30	0.39019354432821274
Q9NV35	9	31	0.4057294502854347
Q9NV35	9	32	0.38886696100234985
Q9NV35	9	33	0.43730727583169937
Q9NV35	9	34	0.38363318145275116
Q9NV35	9	35	0.3994003012776375
Q9NV35	9	36	0.37945228815078735
Q9NV35	9	37	0.34715961664915085
Q9NV35	9	38	0.3705168515443802
Q9NV35	9	39	0.4180932119488716
Q9NV35	9	40	0.38307149708271027
Q9NV35	9	41	0.365851029753685
Q9NV35	9	42	0.4061819240450859
Q9NV35	9	43	0.33104635030031204
Q9NV35	9	44	0.38514593988657
Q9NV35	9	45	0.3634254112839699
Q9NV35	9	46	0.3842940479516983
Q9NV35	9	47	0.335111603140831
Q9NV35	9	48	0.38404399156570435
Q9NV35	9	49	0.35371946543455124
